,Title,Genre,Network,Summary
892,Late Night Hospital,"['Medical', 'mystery']",,"An omnibus drama created by 5 Directors who taking charge of directing 2 episodes each. This drama deals with incidents taking place at a late-night hospital, featuring a surgeon who is trying to catch his wifeâ€™s killer.</p><p>Heo Joon (Yoon Tae Young) is a doctor. His wife was killed by an unidentified man right in front of him. Since the murder, he quit his job at a university hospital and searches out for his wifeâ€™s killer. He opens a secret late night clinic to capture the killer. Hong Na Kyung (Ryu Hyun Kyung) is a surgeon at Heo Joonâ€™s clinic."
893,Glory Jane,['Romance'],KBS2,"Kim Young Kwang (Chun Jung Myung) is a baseball player on a minor league team, former 4th hitter of the major league team, is an innocently confident man who never stops trying his best to re-live past glories. Yoon Jae In (Park Min Young) works as a nurseâ€™s aide is a struggling young, cheery, bright girl who always maintains a positive attitude despite her poor background and dreams of becoming a nurse. She meets Kim Young Kwang at the hospital when he sustains injures, as they struggling to overcome their fates, they find love. Seo In Woo (Lee Jang Woo) is the future heir of a sports clothing company and also the clean-up hitter for the a professional baseball team that his father owns. A love triangle ensues between these three characters."
894,Dangerous Woman,"['Romance', 'Family']",MBC,A drama about a daughter of an entrepeneur fighting against a plot to take over her fatherâ€™s business.
895,Deep Rooted Tree,['Period'],,"Based on Lee Jeong-myeongâ€™s novel â€œDeep-rooted Treeâ€. Work that highlights the serial killings during the 7 days before the announcement of the Korean script.</p><p>A series of murder occurred during the reign of King Sejong. As Kang Chae Yoon who is investigating these cases gets closer to the root of the truth, he finds himself embroiled in a massive conspiracy behind the serial killings which involves a group of genius who are willing to risked their lives towards their cause/goals and secret powers who will interfere with the course of his investigations."
896,The Empress,['Drama'],,"This drama show a woman who rises to high authority takes revenge on the people who stepped on her life and caused her to step into prostitution.</p><p>Seo In Hwa (Jang Shin Young) is a college student studying painting at a prestigious university. She wants to live her life differently from her mother who ran a hostess bar, but she is trampled over by power and money. Because of this, Seo In Hwa becomes a hostess in a drinking establishment. She overcomes hardships to become the best in her field. She then seeks revenge on the men in power who destroyed her life and let her mother die."
897,Vampire Prosecutor (Season 1),"['Fantasy', 'Mystery']",OCN,
898,Poseidon,"['Action', 'romance']",KBS2,"This drama is the story of the members life savers of the coast guard. The drama is based on the special duties of the Korean Coast Guard officers (rescues, terrorism threats, and other special missions) and also their obstacle in life and love. The drama takes its name from the Poseidon Team, a special forces unit of the Marines. Using the strong bonds of humanity as a basis, and through the challenges faced by the protagonists and their spirit of self-sacrifice, the drama movingly shows the significance of life and the stories of how people overcome obstacles in life.</p><p>Kim Sun Woo, who spent his school days as a troublemaker, decides to make a change in his life and joins the sea special attack team, which is called Poseidon. Sun Woo works as a promising commando, but he unexpectedly becomes entangled in an unsavory incident after 2 years. He is demoted and is sent to a maritime police office in Gunsan city. Sun Wooâ€™s passion cools down and he slowly loses his vision as a maritime policeman. Then one day, Jung Ryul, who has formed a new crime investigation section in Incheon city, visits Sun Woo and asks him to join the team."
899,The Revenge of the Short Legged,"['Sitcom', 'family', 'comedy', 'romance']",MBC,
900,Live in Style,"['Family', 'Comedy']",SBS,"â€œLive in Styleâ€ is a family story. The family are in a difficult situation now, but they try to overcome and live in style. Each member of this large family have unusual names."
901,Widaehan Seonmul / The Great Gift,"['Family', 'Romance']",SBS,"A Chuseok special family drama about a woman who is losing her eye-sight and has to depend on guide dog, and a cop who helps her."
902,"No-ri-ko, Seo-wool-ae Ga-da / Noriko Goes to Seoul","['Family', 'Romance']",KBS2,"A family drama that recovers family love when Japanese lady Noriko Mori (Takashima Reiko) crazy for K-pop stars coincidentally meets Min-ha (Lee Hong Ki) and the two affect each others lives.</p><p>Japanese middle-aged housewife Noriko Mori has been married for 17 year. Sheâ€™s also a huge fan of Korean pop singer Kim Hyun-Jae. Her quiet husband Hiroshi (Masanobu Katsumura) and daughter Miyuki (Manami Ikura) doesnâ€™t understand her fascination with the K-pop singer. One day, Noriko is diagnosed with lung cancer. Making matters worse, Miyuki says she quit athletics at her school. Hiroshi doesnâ€™t take Miyukiâ€™s decision seriously, but Noriko worries more and more about her daughter. At this time, Noriko hears of an audition being held featuring her favorite singer Kim Hyun-Jae as a judge. In order give inspiration to her daughter Miyuki, Noriko decides to take part in the audition. Noriko then goes to Seoul ."
903,Rude Miss Young Ae (Season 9),['Comedy'],tvN,Itâ€™s not me from before! If you are dreaming of a new lifeâ€¦
904,The Musical,['Musical'],SBS,"Musical drama about the dreams and love of musical actors.</p><p>Koo Hye Sun, Daniel Choi, and Ock Joo Hyun form the love triangle at the center of The Musical, which follows the lives and dreams of aspiring musical stars."
905,Sonyeo K / Little Girl K,['Action'],CGV,Cha Yeon Jin is a high school girl whose outwardly normal existence and reticent character masks her true identity: she is a professional assassin who is seeking out her biological father in order to avenge her mother.
906,Jigoneun Motsala / Canâ€™t Live With Losing,"['Romance', 'Comedy']",MBC,
907,Chunbuneui Ibmatchoom / A Thousand Kisses,['Romance'],MBC,"A drama that deals with the age differences in relationships. Woo Joo Young and Jang Woo Bin explore the older woman-younger man relationship whereas Jang Woo Jin and Joo Youngâ€™s younger sister, Joo Mi, deal with the huge age gap between them"
908,Jeoljeong / The Peak,"['Historical', 'drama']",MBC,"A special 2-part drama celebrating Koreaâ€™s Liberation Day (August 15th), telling the story of a famous Korean poet and patriot, Lee Yook Sa, who dedicated his life to Koreaâ€™s liberation from Japanese rule in the early 20th Century. Lee Yook Sa is known for his poems â€œThe Peakâ€, â€œGreen Grapesâ€ and â€œWilderness.â€"
909,Beodibeodi / Birdie Buddy,"['Sports', 'romance']",tvN,"â€œBirdie Buddyâ€ tells the story of former pro golfer John Lee and how he leads two women to become the next golf queens. John Lee became the first Korean to win a PGA title. His background was a mystery other than the fact that he was an adoptee. Aside from golf, he also excelled in the Afro-Brazilian dance/martial arts style known as â€œCapoeira.â€ Even though he found success by winning the PGA title, John Lee stopped playing golf to become a golf course tester.</p><p>Min Hae Ryung was raised to become an elite golf player and was always placed in the best environment to play golf. Her emotions have always been controlled and she has a deep wound inside of her. In contrast, Sung Mi Soo is a country girl from Kangwon Province. She comes from a poor background, but her mom worked as caddie. With her bright personality and determined efforts, she attempts to become an elite golf player."
910,Ojakgyo Hyungjedeul / Ojakgyo Brothers,"['Family', 'romance']",,"This is the story of a family with 4 sons who live together on a farm near Seoul. Hwang Tae Shik (<a href=""http://star.koreandrama.org/?p=1023"" target=""_blank"">Jung Woong In</a>) is the oldest son, and a bit of a sad sack, despite being a department head physical therapist. He desperately wants to get married, and as he is nearing 40, his family wants him to as well. Hwang Tae Bum (<a href=""http://star.koreandrama.org/?p=30"" target=""_blank"">Ryu Soo Young</a>) is the second son and a handsome, driven, aggressive, up-and-coming reporter who is uninterested in a long-term relationship. Hwang Tae Hee (<a href=""http://star.koreandrama.org/?p=3982"" target=""_blank"">Joo Won</a>) is the third son and a honest, justice-obsessed policeman, slow to speak his mind, but full of convictions. He is their grandmaâ€™s favorite, her â€œbaby.â€ Hwang Tae Pil (<a href=""http://star.koreandrama.org/?p=8553"" target=""_blank"">Yun Woo Jin</a>) is the youngest son, the baby of the family, and is a lazy playboy always trying to come up with the next great business scheme, as long as itâ€™s not real work. Into their lives comes Baek Ja Eun (<a href=""http://star.koreandrama.org/?p=1396"" target=""_blank"">Uee</a>), a spoiled, rich young woman who faces a harsh reality when her father goes missing and his business goes under, leaving her homeless and penniless. A twist of fate brings her to Ojak farm, and into the lives of the Hwang family."
911,Boseureul Jikyeora / Protect the Boss,"['Romance', 'comedy']",SBS,"No Eun Seol finally gets a job as a secretary at a law firm after struggling with unemployment, only to fall in love with her boss, Cha Ji Heon, the immature youngest son of a chaebol family."
912,Gye Baek,"['Historical', 'period']",MBC,A story about the life of General Gyebaek of Baekje in the mid 7th century.
913,Yeoineui Hyanggi / Scent of A Woman,"['Romance', 'Comedy']",SBS,"A woman, Lee Yeon Jae, is given the grim prognosis that she only has a short time left to live. She decides to quit her job at a travel agency and live her life to the fullest."
914,Gongjooeui Namja / The Princessâ€™ Man,"['Period', 'romance']",KBS2,
915,Aejungmanmanse / Hooray for Love,['Romance'],MBC,A success drama about a divorced woman in her 30s.
916,Spy Myung Wol / Myung Wol the Spy,"['Romance', 'comedy']",KBS2,"An elite North Korean spy, Han Myung Wol, and her partner, Choi Ryu, infiltrates South Korea on a mission to disrupt the Hallyu Wave by kidnapping one of their top stars, Kang Woo. Despite her proficiency at her job, Myung Wolâ€™s one weakness is her uncontrollable curiosity. Hijinks ensue when she falls in love with Kang Woo instead."
917,Musa Baek Dong Soo / Warrior Baek Dong Soo,['Period'],SBS,"Set in the Joseon Dynasty during King Jeongjoâ€™s reign, this martial-arts fusion sageuk is centered around the events involving Crown Prince Sadoâ€™s conspiracy. Warrior Baek Dong Soo was a real-life legend who created a martial arts guide in Joseon. His group who defends King Jeongjo is pitted against a mysterious organization of assassins who plot to kill the King."
918,Neon Naege Banhaesseo / Youâ€™ve Fallen for Me,"['Romance', 'music']",MBC,
919,Princess Hwapyungâ€™s Weight Loss,"['Period', 'comedy']",KBS2,
920,Romaenseuka Pilyohae / I Need Romance,"['Romance', 'comedy']",tvN,"The story of the love, lives, marriage, careers and families of single and independent career women in their 30s."
921,Shin-ui Quiz 2 / Godâ€™s Quiz (Season 2),"['Medical', 'crime', 'mystery']",OCN,
922,Bulgurui Myeoneuri / Indomitable Daughters in Law,"['Family', 'drama']",MBC,"The story of three generations of daughters-in-law who have lived in a 300-year-old traditional house. Choi Mak Nyeo is the daughter-in-law of the 11th generation. She may be small of stature, stubborn and recalcitrant, but she has lead the large household with dignity and her powerful charisma ever since her husband died.</p><p>Cha Hye Ja is the daughter-in-law of the 12th generation. She lost her husband in an accident when she was young, and since then she has been dedicated to her role as a daughter-in-law of the family, taking care of the family with warmth. One day, however, her lover from the past suddenly shows up, and Hye Ja is thrown into a quandary.</p><p>Oh Young Shim is the 13th generation daughter-in-law, adored by everyone for her bright personality and optimism. Unfortunately, her lack of children even after 10 years of marriage makes her increasingly guilty. The situation worsens when her husband has an affair and demands a divorce, but is killed in a sudden traffic accident."
923,Drama Special 2011,['NaN'],KBS2,
924,Gwanggaeto Dae Wang / King Gwanggaeto the Great,['Historical'],,"If a man dreams, it will end as a dream. However, if 10,000 men dream, it could be a realityâ€ The most powerful hero and emperor of Korean history! The glorious life of King Gwanggaeto will be unfolded before your eyes. Heâ€™s regarded as a king who restored the glory of Goguryeo by wresting power back from Baekje and led the resurgence of Goguryeo to become a major power in East Asia.</p><p>A drama detailing the life of King Gwanggaeto the Great, who restored the glory of Goguryeo by wresting power back from Baekje, which had invaded Goguryeo prior to Gwanggaetoâ€™s birth and dominated East Asia under the rule of King Geunchogo."
