,Actor,Shows
2650,Kwak Seung Nam,"['Unkind Women', 'Inspiring Generation', 'My Daughter Seo Yeong', 'I’ll Give You the Stars and the Moon', 'Brain', 'Hometown Legends', 'Dae Wang Sejong', 'Here Comes Ajumma', 'Pure 19']"
2651,Kwak Si Yang,"['Clean With Passion For Now', 'Fight for My Way', 'Queen of Ring', 'Chicago Typewriter', 'Second To Last Love', 'Mirror of the Witch', 'One More Happy Ending', 'Everything Will Be OK', 'Oh My Ghost', 'Persevere, Goo Hae Ra', 'Glorious Day', '2016 SBS Drama Award', '2015 KBS Drama Award']"
2652,Kwon Bum Taek,"['Kingdom', 'Reset']"
2653,Kwon Byung Gil,"['Voice', 'The Great Gift', 'Sign', 'Harvest Villa', 'General Hospital 2', 'Special Crime Investigation']"
2654,Kwon Do Kyun,"['Secret Mother', '20th Century Boy and Girl']"
2655,Kwon Hae Hyo,"['The Crowned Clown', 'Girls’ Generation 1979', 'Radiant Office', 'Jealousy Incarnate', 'Entertainer', 'Riders: Catch Tomorrow', 'Second Time Twenty Years Old', 'My Heart Twinkle Twinkle', 'Secret Door', 'The Spring Day of My Life', 'Big Man', 'Angel Eyes', 'Goddess of Marriage', 'The King of Dramas', 'Ghost', 'Dream High Season 2', 'Lie to Me', 'Believe in Love', 'Ang Shim Jung', 'Jejoongwon', 'Cain and Abel', 'Who Are You?', 'Kokkiri', 'Golden Bride', 'Air City', 'Oh Lovers', 'What’s Up Fox?', 'Please Come Back, Soon-Ae', 'My Rosy Life', 'My Name is Kim Sam-Soon', 'Super Rookie', 'Nine Tailed Fox', 'Pretty Woman', 'Successful Story of a Bright Girl', 'Love Rollercoaster', 'Winter Sonata']"
2656,Kwon Hyuk (1975),"['Neighborhood Lawyer Jo Deul Ho 2: Crime and Punishment', 'Mr. Sunshine', 'Suits', 'Misty', 'Money Flower', 'Deserving of the Name', 'Chief Kim', 'Dear My Friends']"
2657,Kwon Hyuk (1985),"['Ang Shim Jung', 'Jung Yak Yong', 'Empress Chun Chu', 'Strongest Chil Woo', 'When It’s At Night', 'Little Mom Scandal', 'Powerful Opponents', 'Hong Gil Dong', 'Ballad of Suh Dong', 'The Immortal Lee Soon-Shin']"
2658,Kwon Hyuk Hyun,['Possessed']
2659,Kwon Hyuk Soo ,"['Thirty But Seventeen', 'Devilish Joy', 'Come and Hug Me', 'Circle', 'Strong Woman Do Bong Soon', 'Rebel: Thief Who Stole the People', 'Missing Nine', 'Let’s Fight Ghost', 'Dear My Friends', 'Lucky Romance', 'Eating Existence', 'D-Day', 'The Girl at Midnight', 'The Superman Age', 'Let’s Eat Season 2', '2016 tvN10 Award']"
2660,Kwon Hyun Bin,"['Temporary Idols', 'Borg Mom']"
2661,Kwon Hyun Sang,"['My Absolute Boyfriend', 'Always Spring', 'Ms. Temper & Nam Jung Gi', 'Blood', 'Mandate of Heaven', 'Queen of Ambition', 'Vampire Prosecutor 2', 'The King 2hearts', 'The Princess’ Man', 'Master of Study', 'Soul ']"
2662,Kwon Hyung Joon,"['Suspicious Partner', 'Voice', 'Six Flying Dragons', 'I Love You', 'Ruler of Your Own World']"
2663,Kwon In Ha,['Love Rain']
2664,Kwon Jae Hyun,"['Friend, Our Legend']"
2665,Kwon Min,"['Yoon Ji Mi', 'Another Miss Oh', 'Missing Noir M', 'Dr. Frost', 'Bad Guys', 'The Ghost-Seeing Detective Cheo Yong', '3 Days', 'Emergency Man and Woman', 'Faith @ The Great Doctor', 'Hero', 'Queen Insoo', 'Dong Yi', 'Mrs. Town', 'General Hospital 2', 'Orange']"
2666,Kwon Oh Hyun,"['TV Novel – Waves, Waves', 'Strange Family', 'TV Novel – Land Of Gold', 'Melody of Love', 'TV Novel-Dear Love(KBS2, 2012', 'A Good Day for the Wind to Blow', 'Hometown Legends', 'Returned Earthen Bowl', 'I Hate You, But It’s Fine', 'By Land and Sky']"
2667,Kwon Oh Joong,"['Smashing on Your Back', 'Bravo My Life', 'Five Children', 'Modern Farmer', 'Empress Ki', 'A Hundred Year’s Inheritance', 'Arang and the Magistrate', 'Miss Ajumma', 'Scent of a Woman cameo', 'The Duo', 'Freedom Fighter, Lee Hoe Young', 'Enjoy Life', 'Gourmet', 'The Secret Lovers', 'Match Made in Heaven', 'Island Village Teacher', 'Damo']"
2668,Kwon Sang Woo,"['Son Tae Youn', 'Mystery Queen 2', 'Mystery Queen', 'Temptation', 'Medical Top Team', 'Queen of Ambition', 'Dae Mul', 'Cinderella Man', 'Bad Love', 'Sad Love Song', 'Stairway to Heaven', 'Into the Sun', 'We Are Dating Now']"
2669,Kwon Si Hyun,"['Switch: Change the World', 'Doubtful Victory', 'Women’s Secret', 'Six Flying Dragons', 'Scholar Who Walks the Night', 'Birth of a Beauty', 'Princess Aurora']"
2670,Kwon Soo Hyun,"['Abyss', 'The Smile Has Left Your Eyes', 'Let Us Meet, Joo Oh', 'Age of Youth 2', 'The K2', 'Another Miss Oh', 'High Society', 'Run, Jang Mi']"
2671,Kwon Soon Joon,['Oh My Venus']
2672,Kwon Sung Duk,"['My Mother is a Daughter-In-Law', 'The Legendary Witch', 'King of High School Life Conduct', 'The Queen of Office', 'Deep Rooted Tree']"
2673,Kwon Tae Won,"['Fates and Furies', 'Deserving of the Name', 'Untouchable', 'Beautiful Gong Shim', '38 Task Force', 'Last', 'Yong Pal', 'Jung Do Jun', 'Empress Ki', 'Empire of Gold', 'Horse Doctor', 'Ghost', 'Bridal Mask', 'Soldier', 'Tree With Deep Roots', 'The Princess’ Man', 'Dae Mul', 'Tamra, the Island', 'Cinderella Man', 'Tazza', 'How to Meet a Perfect Neighbor']"
2674,Kwon Yong Woon,"['Her Lovely Heels', 'King of Baking, Kim Tak Goo', 'New Heart', 'New Wise Mother, Good Wife', 'Jumong', 'Ballad of Suh Dong', 'Good Person', 'Damo']"
2675,Kwon Yool,"['Haechi', 'Voice Season 2', 'Whisper', 'Let’s Fight Ghost', 'One More Happy Ending', 'I’ve Got My Eye On You', 'Let’s Eat 2', 'Angel’s Revenge', 'She is WOW', 'Monster', 'Ordinary Love', 'Brain', 'Lie to Me', 'I’m Glad I Loved You', 'Take Care of the Young Lady', 'Dae Wang Sejong', 'Working Mom', 'Mackerel Run', '2017 SBS Drama Award']"
2676,Kwon Young Deuk,['Temporary Idols']
2677,Kyung Joon,"['The Eccentric Daughter-in-Law', 'Possessed', 'Bad Woman, Good Woman', 'My Lovely Fool', 'Something About 1%', 'Rival']"
2678,L @ Kim Myung Soo,"['Lee Sung Yeo', 'Angel’s Last Mission: Love', 'Miss Hammurabi', 'Ruler: Master of the Mask', 'The Time We Were Not In Love', 'She’s So Lovable', 'Cunning Single Lady', 'The Master’s Sun', 'What is Mom', 'Salamander Guru and the Gang', 'Shut Up Flower Boy Band', '2017 MBC Drama Award', '2017 MBC Drama Award']"
2679,Lee Bo Hyun,"['The True Colors', 'Bad Love', 'Golden Era of Daughter in Law as Noh Seung Yoo', 'The Invisible Man']"
2680,Lee Bum Kyu,"['We Broke Up', 'King Gwanggaeto the Great']"
2681,Lee Bum Soo,"['Moorim School', 'Last', 'Triangle', 'The Prime Minister and I', 'IRIS 2', 'Time Slip Dr. Jin', 'Salaryman Chohanji', 'Giant', 'On Air', 'Perhaps Love', 'Surgeon Bong Dal Hee', '2013 KBS Drama Award']"
2682,Lee Byung Hoon,"['Everything Will Be OK', 'TV Novel – Land Of Gold', 'Thorn Birds', 'By My Side']"
2683,Lee Byung Hun (1980),['Eating Existence']
2684,Lee Byung Hun,"['Lee Min Jun', 'Mr. Sunshine', 'Diplomat Kuroda Kousaku', 'IRIS', 'All In', '2nd The Seoul Award', '6th APAN Star Award']"
2685,Lee Byung Jin,"['My Wife’s Having an Affair this Week', 'The Greatest Love', 'Kimchi Cheese Smile', 'The Secret Lovers']"
2686,Lee Byung Joon (1964),"['Feel Good To Die', 'What’s Wrong with Secretary Kim?', 'I’m Not a Robot', 'Hate To Love You', 'Go Back Couple', 'Father is Strange', 'The Boy Next Door', 'Sensitive Boss', 'Hwarang: The Beginning', 'Our Gap Soon', 'Another Miss Oh', 'You Are a Gift', 'She Was Pretty', 'A Daughter Just Like You', 'The King’s Face', 'Tomorrow Cantabile', 'A New Leaf', 'Cunning Single Lady', 'Came To Me As A Star', 'Your Neighbor’s Wife', 'Kings Family', 'Incarnation of Money', 'Jeon Woo Chi', 'Nice Guy', 'Faith @ The Great Doctor', 'Bridal Mask', 'Goodbye Dear Wife', 'Salamander Guru and the Gang', 'Saving Madame Go Bong Shil', 'Me Too, Flower!', 'Poseidon', 'Birdie Buddy', 'Myung Wol the Spy', 'Dream High Season 1', 'Secret Garden', 'Call of the Country', 'God of Study', 'Tempted Again', 'A Man’s Story', 'Cinderella Man', 'Don’t Ask Me About the Past', 'Kokkiri', 'Money’s Warfare', 'Me Ri, Dae Gu’s Attack and Defense Battle', 'Mackerel Run', 'Hyena', 'Fashion 70’s', 'Romance']"
2687,Lee Byung Joon (1998),"['I Hear Your Voice', 'Save Our School', 'Running', 'Give Me Food', 'Only You', 'Rosemary', 'Yellow Handkerchief']"
2688,Lee Byung Wook,"['Dr. Frost', 'Tears of Heaven', 'Jung Do Jun', 'Fantastic Tower', 'King’s Dream', 'Your Woman', 'Can’t Live without You', 'King Geunchogo', 'Merchant Kim Man Deok', 'Dandelion Family', 'Dae Wang Sejong', 'Here Comes Ajumma', 'Seoul 1945', 'Something About 1%']"
2689,Lee Chan,"['The Flower in Prison', 'Triangle', 'The Woman Who Married Three Times', 'Gu Am Heo Joon', 'Snow Flower', 'Precious Family', 'Magic', 'Into The Storm', 'Yellow Handkerchief', 'Lee Min Youn', 'Lee Cha']"
2690,Lee Chan Ho,"['Love Rain', 'The Equator Man', 'Brain', 'Gye Baek', 'God of Study']"
2691,Lee Chang,"['Gangnam Scandal', 'The Player', 'What’s Wrong With Secretary Kim', '20th Century Boy and Girl', 'Father Is Strange', 'I’m Sorry Kang Nam Goo', 'Radiant Office', 'Golden Pouch', 'Ice Binggoo', 'Monster', 'Wanted', 'Strange Family', 'Remember – War of the Son', 'Secret Love', 'The Queen’s Classroom', 'Chosun Police 3', 'Dong Yi', 'Chosun Police 2', 'Perhaps Love', 'Yeon Gae Somun', 'Land']"
2692,Lee Chang Hoon (1966),"['I’m Sorry Kang Nam Goo', 'When A Man Loves', 'While You Were Sleeping', 'Daring Women', 'Even So Love', 'Yi San', 'My Love', 'Ballad Of Suh Dong', 'My Sweetheart My Darling', 'One Million Roses', 'Thousand Years of Love']"
2693,Lee Chang Hoon (1980),"['SKY Castle', 'Something in the Rain']"
2694,Lee Chang Jik,"['The Crowned Clown', 'The Good Wife', 'King’s Daughter Soo Baek Hyang']"
2695,Lee Chang Joo,"['Andantae', 'High School – Love On']"
2696,Lee Chang Wook,"['Madam Cha Dal Rae’s Love', 'Sunny Again Tomorrow', 'Nothing to Lose', 'Lovers in Bloom', 'TV Novel – My Mind’s Flower Rain', 'I’ve Got My Eye On You', 'I Love You From Today', 'Two Mothers', 'Golden Cross', 'Hold My Hand']"
2697,Lee Chang Yub,"['What’s Wrong, Poong Sang', 'Rich Family’s Son', '20th Century Boy and Girl', 'Unique Daughters-in-Law', 'Miss Mamma Mia', 'The Heirs']"
2698,Lee Chul Min,"['Abyss', 'Praise of Death', 'The Beauty Inside', 'Miss Hammurabi', 'Good Witch', 'Black', 'Man Who Sets the Table', 'My Only Love Song', 'Duel', 'Strong Woman Do Bong Soon', 'Romantic Doctor, Teacher Kim', 'The K2', 'Imjin War 1592', 'Neighborhood Hero', 'Mrs. Cop 2', 'Last', 'Liar Game', 'Grandpas Over Flowers Investigation Team', 'Into the Flames', 'Inspiring Generation', 'King’s Dream', 'Thorn Flower', 'Korean Peninsula', 'Special Crime Squad MSS', 'Ang Shim Jung', 'Call of the Country', 'Invincible Lee Pyung Kang', 'Big Sister', 'Women of the Sun', 'On Air', 'The Snow Queen']"
2699,Lee Chul Woo,"['Ruby Ruby Love', 'Age of Youth']"
2700,Lee Chun Hee,"['Jun Hye Ji', 'A Promise with the Gods', 'Our Place’s Tasty Soybean Paste', 'Remember You', 'Producer', 'The Master’s Sun', 'Dating Agency: Cyrano', 'Like a Fairytale', 'The Thousandth Man', 'Take Care Of Us, Captain', 'Gloria ', 'Road Number One', 'Smile, You', 'On Air', 'Dae Wang Sejong', 'Seoul’s Sad Song', 'Autumn Shower', 'Only You']"
2701,Lee Chung,['The King’s Face']
2702,Lee Dae Keun,['Fermentation Family']
2703,Lee Dae Ro,"['Ruler: Master of the Mask', 'Jingbirok', 'The Legendary Witch', 'Cuckoo Nest', 'What Happens to My Family?', 'Jung Do Jun', 'Beautiful Sky after the Rain', 'Sword and Flower', 'Advertising Genius Lee Tae Baek', 'King’s Dream', 'New Tales of Gisaeng', 'Freedom Fighter, Lee Hoe Young', 'Three Sisters', 'Chuno', 'Hometown Legends', 'Belle', 'Seoul’s Sad Song', 'Hwang Jin Yi', 'Dear Heaven', 'The Age of Heroes']"
2704,Lee Dae Yun,"['Item', 'Let Me Introduce Her', 'About Time', 'Lawless Lawyer', 'Two Cops', 'Deserving of the Name', 'The Liar and His Lover', 'TV Novel – Sea of the Woman', 'The Universe’s Star', 'Blow Breeze', 'Moonlight Drawn by Clouds', 'Ready for Start', 'Goodbye Mr. Black', 'Ready for Start', 'Splash Splash Love', 'Oh My Ghost', 'School 2015: Who Are You?', 'Thank You My Son', 'Spy', 'Run, Jang Mi', 'Big Man', 'Golden Cross', '3 Days', 'The Full Sun', 'Gold Rainbow', 'Devil', 'Medical Top Team', 'Sword and Flower', 'TV Novel – Eun Hee', 'Advertising Genius Lee Tae Baek', 'Jeon Woo Chi', 'Flower Boy Next Door', 'I Do, I Do', 'The Equator Man', 'The Princess’ Man', 'Perfect Spy', 'My Princess', 'Spy Trader Kim Chul Soo’s Recent Condition', 'Oh! My Lady', 'Chuno', 'The Road Home', 'Hometown Legends', 'Spotlight', 'Dae Wang Sejong', 'Eight Days Mystery of Jeong Jo Assassination', 'Looking For Dorothy', 'Famous Princesses', 'Shin Don', 'Resurrection', '18 vs. 29', 'Ireland', 'Magic', 'Good Person', 'Snowman']"
2705,Lee Dal,['Two Cops']
2706,Lee Dal Hyung,"['Bride of the Water God', 'The Merchant: Gaekju 2015', 'Save the Family', 'Flower of the Queen', 'Fall in Love with Soon-Jung', 'Misaeng', 'Iron Man', 'My Dear Cat', 'Angel’s Revenge', 'The Firstborn', 'Monstar', 'TV Novel – Sam Saeng', 'Little Girl Detective', 'Operation Proposal', 'Sweet Palpitations', 'Rock Rock Rock', 'God’s Quiz', 'Sungkyunkwan Scandal', 'Running', 'Call of the Country', 'The Miracle of Love', 'Merchant Kim Man Deok', 'God of Study', 'Hometown Legends', 'Partner', 'The Man Who Can’t Get Married', 'On Air', 'Dae Wang Sejong', 'Dae Jo Yeong', 'The Vineyard Man', 'Ice Girl', 'Oh! Pil Seung And Bong Soon Young']"
2707,Lee David,"['Bad Papa', 'Save Me', 'Be Positive', 'Let’s Fight Ghost', 'Mirror of the Witch', 'School 2015: Who Are You?', 'KangChi, The Beginning', 'The Great Seer', 'Hometown Legends', 'Iljimae', 'Big Sister', 'Bad Woman, Good Woman', 'Yeon Gae Somun', 'King’s Woman']"
2708,Lee Do Hyun (2005),"['Clean With Passion For Now', 'Rebel: Thief Who Stole the People', 'Beautiful Mind', 'Kill Me, Heal Me', 'Secret Door', 'The Prime Minister and I', 'The Master’s Sun', 'My Love, Madame Butterfly', 'Arang and the Magistrate', 'You Who Rolled In Unexpectedly', 'Feast of the Gods', 'Just Like Today', 'Stormy Lovers', 'More Charming by the Day']"
2709,Lee Do Hyun (1995),"['Thirty But Seventeen', 'Wise Prison Life']"
2710,Lee Do Kyum,"['My Healing Love', 'Your House Helper', 'While You Were Sleeping', 'Wise Prison Life', 'Naked Fireman', 'Solomon’s Perjury']"
2711,Lee Do Kyung,"['The Miracle We Met', 'Black', 'Last', 'House Maids', 'Modern Farmer', 'KangChi, The Beginning', 'The King 2hearts', 'The Musical', 'Stone']"
2712,Lee Do Young,['Childless Comfort']
2713,Lee Do Yup,"['Suspicious Partner', 'Man to Man', 'My Wife’s Having an Affair this Week', 'Jealousy Incarnate', 'Signal', 'Six Flying Dragons', 'Bel Ami', 'The Great Seer']"
2714,Lee Dong Gun,"['Angel’s Last Mission: Love', 'Where Stars Land', 'Sketch', 'Seven Day Queen', 'Laurel Tree Tailors', 'Super Daddy Yeol', 'Marry Him If You Dare', 'Star’s Lover', 'When It’s At Night', 'Perhaps Love', 'Smile Again', 'Stained Glass', 'Lovers in Paris', 'Sweet 18', 'A Problem At My Younger Brother’s House', 'Sang Doo, Let’s Go To School', 'Ruler of Your Own World', 'Friends', '2017 KBS Drama Award', '2016 KBS Drama Award']"
2715,Lee Dong Ha,"['Priest', 'Hate To Love You', 'Signal', 'One More Happy Ending', 'Eve’s Love', 'It’s Ok, This is Love ', 'Come! Jang Bo Ri', 'The Reason I’m Getting Married']"
2716,Lee Dong Hae,"['God’s Quiz 4', 'Panda and Hedgehog', 'It’s Okay, Daddy’s Girl']"
2717,Lee Dong Hoon,"['Justice Team', 'Riders: Catch Tomorrow', 'The King of Dramas', 'The Empress', 'Ang Shim Jung', 'Lawyers', 'Miracle']"
2718,Lee Dong Hwi,"['Radiant Office', 'Entourage', 'Red Teacher', 'Reply 1988', 'Divorce Lawyer in Love', 'Joseon Gunman', '2016 KBS Drama Award']"
2719,Lee Dong Jin,"['Tunnel', 'Go Ho, The Starry Night', 'The Time We Were Not In Love', 'Pinocchio', 'Gap Dong', 'I Can Hear Your Voice', 'Swallow the Sun']"
2720,Lee Dong Joon,"['Lee Il Mi', 'You’re Only Mine', 'New Tales of Gisaeng', 'Queen of Ahyun']"
2721,Lee Dong Kyu,"['Beautiful Mind', 'Gye Baek', 'Hometown Legends', 'On Air']"
2722,Lee Dong Shin,"['Endless Love', 'Jang Ok Jung', 'Soldier', 'Poseidon']"
2723,Lee Dong Wook,"['Touch Your Heart', 'Life', 'Goblin', 'Bubblegum', 'Iron Man', 'Hotel King', 'Gang Goo’s Story', 'Mandate of Heaven', 'Wild Romance', 'Scent of a Woman', 'Partner', 'Bittersweet Life', 'My Girl', 'Hanoi Bride', 'Precious Family', 'Island Village Teacher', 'Land of Wine', 'Loving You', '2011 SBS Drama Award', '2011 SBS Drama Award']"
2724,Lee Doo Il,"['My Only One', 'The Alchemist', 'Missing Noir M', 'Cheer Up, Mr. Kim', 'I Need a Fairy', 'Operation Proposal', 'Indomitable Daughters in Law', 'Paradise Ranch', 'Chosun Police Season 3', 'President ', 'Stars Falling From the Sky', 'Bittersweet Life', 'Life Special Investigation Team', 'Single Dad in Love', '9 End 2 Outs', 'Hello Franceska', 'King’s Woman']"
2725,Lee Doo Suk,"['Naked Fireman', 'Kill Me, Heal Me', 'Bird That Doesn’t Cry', 'Reset', 'Mr. Back', 'Jung Do Jun', 'Medical Top Team', 'Can’t Live without You', 'Horse Doctor', 'Queen Insoo']"
2726,Lee Duk Hwa,"['Lee Ji Hyu', 'Love in Sadness', 'Eulachacha Waikiki', 'Good Witch', 'Nothing to Lose', 'The Best Hit', 'Suspicious Partner', 'Defendant', '38 Task Force', 'Monster', 'The Merchant: Gaekju 2015', 'Unkind Women', 'Hyde, Jekyll and I', 'Shine or Go Crazy', 'My Heart Twinkle Twinkle', 'Hotel King', 'Wonderful Day in October', 'Prime Minister & I', 'A Well Grown Daughter, Hana', 'Secret', 'Cruel Palace – War of Flowers', 'Queen of Ambition', 'May Queen', '21st Century Family', 'Salaryman Chohanji', 'Myung Wol the Spy', 'Midas', 'King Geunchogo', 'Comrade', 'Empress Chun Chu', 'Hometown Legends', 'Aeja’s Older Sister, Minja', 'Powerful Opponents', 'Dae Jo Yeong', 'Golden Apple', 'Prince’s First Love', 'My Lovely Family', 'Into the Storm', 'All In', '2015 SBS Drama Award', '2014 SBS Drama Award', '2012 SBS Drama Award', '2012 MBC Drama Award']"
2727,Lee El Bin,"['Blessing of the Sea', 'Good Person']"
2728,Lee Eui Woong,['Radio Romance']
2729,Lee Eun Hyung,"['Mysterious Personal Shopper', 'A Korean Odyssey', 'Lovers in Bloom', 'Second To Last Love', 'TV Novel – Single Minded Dandelion', 'Padam Padam… The Sound of His and Her Heartbeats']"
2730,Lee Eun Soo,"['White Lies', 'Working Mom', 'My Love', 'Be Strong Geum Soon']"
2731,Lee Gap Sun,['TV Novel – The Stars Are Shining']
2732,Lee Geon Hee,"['Yeong Joo', 'Remember – War of the Son']"
2733,Lee Gun,"['Jang Yeong Sil', 'A Daughter Just Like You', 'God of the Workplace', 'Myung Wol the Spy', 'King of Baking, Kim Tak Goo', 'The Birth of the Rich', 'Seoul 1945', 'Lee Ji Hoo']"
2734,Lee Gun Ha,"['Black', 'Lovers in Bloom', 'I’m Sorry Kang Nam Goo', 'Master: God of Noodles', 'Marriage Contract', 'Please Come Back, Mister', 'Mask']"
2735,Lee Gun Joo,"['Jang Ok Jung', 'The King and I', 'Get Karl! Oh Soo Jung', 'Snow Flower', 'Romance']"
2736,Lee Gun Myung,"['Priest', 'Jang Yeong Sil']"
2737,Lee Gun Woo,"['Twelve Nights', 'Woman of Dignity']"
2738,Lee Ha Neul,"['Stroke of Luck', 'Chuno', 'Everybody Cha Cha Cha', 'That Person Is Coming']"
2739,Lee Ha Yool,"['Miss Ma, Nemesis', 'Ping Pong Ball', 'Eulachacha Waikiki', 'Pinocchio’s Nose', 'Person Who Gives Happiness', 'TV Novel – The Stars Are Shining', 'The Night Watchman', 'Angel Eyes', 'TV Novel: Eun Hee', 'Don’t Worry, I’m a Ghost', 'Padam Padam… The Sound of His and Her Heartbeats', 'Late Night Hospital']"
2740,Lee Hae Woo,"['Neighborhood Hero', 'TV Novel – In Still Green Days', 'Rosy Lovers', 'Big Man', 'Gu Am Heo Joon', 'Golden Fish', 'Tempted Again', 'Boys Before Flowers', 'Yi San']"
2741,Lee Hae Young,"['Different Dreams', 'The Guest', 'Voice Season 2', 'Sketch', 'Mistress', 'I’m Not a Robot', 'Black', 'Duel', 'Saimdang, Light’s Diary', 'Voice', 'Pied Piper', 'Vampire Detective', 'Dr. Frost', 'Liar Game', 'Family Secrets', 'Big Man', 'Advertising Genius Lee Tae Baek', 'Korean Peninsula', 'Midas', 'That Fool', 'Evasive Inquiry Agency']"
2742,Lee Hak Joo,"['Memories of the Alhambra', 'Escapers', 'Disqualified Laughter', '38 Task Force', 'Oh My Ghost', 'My Love Eun Dong', 'Fake Family']"
2743,Lee Han Sol,"['Poseidon', '2009 Alien Baseball Team', 'Empress Chun Chu', 'Jang Gil San']"
2744,Lee Han Wie,"['Home for Summer', 'Different Dreams', 'Top Star Yoo Baek', 'The Beauty Inside', 'Lawless Lawyer', 'Shall We Live Together', 'Mysterious Personal Shopper', 'Cross', 'The Package', 'Revolutionary Love', 'Hospital Ship', 'Introverted Boss', 'Another Miss Oh', 'Entertainer', 'Neighborhood Hero', 'My Mother is a Daughter-In-Law', 'Warm and Cozy', 'Super Daddy Yeol', 'Punch', 'Tears of Heaven', 'Modern Farmer', 'Marriage Not Dating', 'You’re All Surrounded', 'A New Leaf', 'Wild Chives and Soy Bean Soup: 12 Years Reunion', 'Cunning Single Lady', 'Emergency Couple', 'The Prime Minister and I', 'Stranger', 'Basketball', 'Passionate Love', 'Gu Am Heo Joon', 'Nine: 9 Times Time Travel', 'Incarnation of Money', '7th Grade Civil Servant', 'School 2013', 'To the Beautiful You', 'Fashion King', 'Wild Romance', 'Just Like Today', 'Gye Baek', 'Athena: Goddess of War', 'King of Baking, Kim Tak Goo', 'The Birth of the Rich', 'Chuno', 'Hero', 'Good Job, Good Job', 'Ja Myung Go', 'Beethoven Virus', 'City of Glass', 'Hometown Legends', 'My Sweet City', 'Evasive Inquiry Agency', 'The 1st Shop of Coffee Prince', 'Love and Hate', 'Pure 19', 'Spring Waltz', 'Princess Lulu', 'Resurrection', '18 vs. 29', 'Delightful Girl Choon Hyang', 'The Immortal Lee Soon-Shin', 'Lotus Flower Fairy', 'One Million Roses', 'Damo', '2015 SBS Drama Award']"
